Y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
3.03543684477,-18.2274238547,30.5211488425,-37.4947550867,31.1089401577,-8.91792963687,13.1771624125,10.1533345745,17.5213271909,14.6953995816,7.22212005768,3.14238121332,13.7543515764,0.115684676828,6.26364284921,8.95723967342
1.47924313481,31.2100519678,8.27323787374,17.5454751723,8.01361647731,-3.16351478591,12.6329484573,10.3849047902,7.27806445651,11.506059957,21.1504097096,14.5581487762,15.3939784595,13.7010656282,14.9934763718,17.9933368853
-1.1933254652,-2.42763418078,1.69885818556,-1.98036356138,-9.90269446938,9.21505745431,9.98409212714,7.6273068102,7.7019285832,15.2540637395,15.6659839053,6.67676084493,14.5042745622,19.3296739971,11.3127795709,13.3603585226
0.634461914459,-10.7780913514,-4.71824595523,-4.86134953684,13.5435587399,-10.5750666216,25.562831765,2.06496647817,12.2979410509,7.06359056943,14.7873182331,4.75183537958,16.4735784734,15.6976535971,3.76529863483,8.77671560076
-0.125792079184,5.54774594701,-10.9358122292,-1.39701006563,1.97763584008,-17.4759474225,13.1599051676,18.881543786,4.98674630035,12.0797552509,13.7622702332,5.19229586324,11.6564844578,13.3707735106,16.5364504156,7.26473601588
-1.58501851869,-30.7713961191,-40.8187629639,-21.8061670157,-38.9897926419,-12.2016410377,-7.53800817557,13.6400050755,9.64605695914,4.80719557551,13.850666416,9.3209577122,13.9670476372,2.83776703364,5.6770809188,1.60207101159
0.810701854431,3.94202998594,3.67514257151,-5.66401972447,-23.9723530861,13.5213647883,10.2935164249,3.93835771905,2.80289036023,5.35203248784,14.1109259722,8.72635338977,18.3695297057,8.45693915428,14.6039473891,5.69034352042
0.809881683824,-8.31785041274,11.3812946967,4.18687091881,54.1200118872,-16.0693919925,17.7729920264,12.1529109424,8.97995180913,4.94922741822,4.01878777689,18.2028089998,10.4238292089,10.7282575699,6.11008393718,11.1881316943
0.106715929237,13.5492387549,-17.6053657366,-1.27034356139,-26.3888353419,-10.0415536445,16.4204453217,5.02073645595,9.55316505287,11.5445922813,16.0877690073,14.270263033,10.7613260242,7.96025513416,12.6584257898,12.013264506
-0.399995811292,21.5244217745,-23.4718413402,7.8026877376,-15.81128101,-21.3772446312,3.28459515398,15.014910955,15.6419023494,6.6175568536,15.3118106722,-1.85946488582,12.016924708,6.94533586509,8.87560497571,11.0147132376
3.07283238386,-2.279258935,-17.4464531395,-8.21798137236,17.5217772352,-35.5472608003,14.4253475754,11.2386559351,4.37951097867,9.99306883233,10.042420333,6.75869125822,8.95663576802,6.18551945759,11.86319343,6.94069315128
0.102885378371,16.336493255,4.13371195355,8.3037393976,18.9834283236,-12.7534973455,14.5949488311,10.1485883302,10.4093336274,10.4084320413,16.3584501215,12.867636574,8.45638736816,10.1452403795,15.2516311204,8.66879331573
-2.33137495924,-25.6217864614,-35.6946873123,-9.55768250104,-43.161430061,3.01995295684,13.5648426377,16.5465221752,3.66209964219,20.5910427912,3.79763639592,14.1712031862,6.11732906555,5.236862767,16.3087588009,2.69694380796
0.366570985414,1.45789401105,-18.7220797252,3.02436962077,-7.76910544969,-12.1195925437,-0.227610330206,1.8763723375,13.3407706088,9.41229405338,8.86461402913,5.17673596155,19.1582722514,8.82631457104,7.90029910497,13.8935756566
-2.65738274092,-31.9342868298,-12.8962183959,-33.0088888391,-46.038656072,13.0920011816,12.6017141098,3.22009992271,14.1860115459,6.27779952587,8.26938721045,12.2381989759,15.2645764874,10.3694803262,8.39174818098,1.07713303204
-0.713618187869,-2.11434872019,8.12685940421,-17.0907711452,-14.0524292933,5.56406676115,8.42247460976,15.663322536,3.21908509557,5.37603707195,11.1213480736,13.2925281031,2.34724013399,7.42805863572,12.8020737622,7.81932749299
1.06925889064,-27.5840013068,-16.8657304761,-26.5354228163,-19.403188318,-7.132530479,4.81495461553,20.554127404,3.33237251387,12.4995122782,4.83217401164,9.13168317924,3.53881541863,18.5466970413,7.69003242325,3.00373080489
0.568614076232,37.6515938436,6.03362993127,17.8108988443,2.13866730538,-5.70351271477,14.1087901796,10.0095224319,12.4588920559,8.64011213149,11.9555335802,25.0327418576,22.360809766,0.179675885255,9.16645382324,6.99347740897
0.69967005342,0.508291473695,9.53615365163,-17.3914346486,-2.35642256768,-3.23246156808,20.7832586076,13.7879135745,10.0618460897,6.63888531047,9.88278839986,4.0572002754,6.72356581683,4.67088322763,11.7458286487,15.0416705392
1.95644540684,-37.5354145757,-68.740117427,-43.5505223319,-21.3396240893,-67.8366024445,18.0513074006,11.5125250476,11.5113281086,5.50876362199,9.22766325099,10.2533603481,16.4282493807,12.8996848786,10.9977993795,6.9862547746
-1.29006467076,-3.30504140695,8.51026710371,5.63012905044,-2.21473287027,18.1472563082,7.68727619484,2.76314688377,2.67978636751,14.3947849948,9.11443684763,11.1795085788,10.4463356813,9.82810334395,11.8649068932,6.08676582835
-2.99809316789,-12.367916832,-10.2226714401,-13.6283352025,-4.4789973014,-10.2168870555,11.6965663949,12.0632785602,10.9531439942,8.13438000875,4.47329630886,13.7879853457,5.41243566593,10.81980949,11.603024348,-1.52914822834
0.237412388382,8.33075318507,11.169783851,7.05645184986,27.1992533388,-6.64297732906,5.41782083861,6.49549683227,11.2955926652,12.6466681819,3.14739768081,11.5242019049,11.4257582342,21.6839100178,10.4067618693,10.1641292772
-1.51514467467,-18.5170761159,-30.9472697464,-4.59763860044,13.8528639016,-32.5979946983,3.28943157436,8.88383905578,5.46894875378,11.5750208501,14.159067399,4.81839710938,10.1679793146,12.9068592206,24.8845140227,3.14003614994
2.7439920185,26.8239451852,15.9520309884,14.8793751478,19.9221674384,-2.63735137915,12.6570270205,18.6757682264,-2.29949220219,12.2639923512,13.439576377,17.76478978,15.7606431007,5.80326478528,19.2472585725,4.14419986532
1.33184532192,40.545729973,-0.172084642051,12.3530243622,9.6107230187,-24.1509989322,7.7370377038,11.0548973102,8.89384233886,2.28661583135,2.64073915759,15.5731079498,13.827069985,9.34089816379,16.3909681829,17.2193249888
1.88298347553,28.2441935659,16.0003855827,34.4281824685,31.2984847115,5.2746829578,11.6017831673,21.7443775444,8.17686726903,10.5406365379,14.8694248065,9.90372618226,8.6944704152,6.04408225132,-5.41807881434,17.1777082629
-0.267778938309,-17.7335007562,-2.08098280586,-3.6425138691,26.8826396294,-11.2450596373,7.62677406356,6.43369993843,14.1580310214,10.9696702109,15.478654733,12.658841237,9.31786860833,13.1973015567,8.39144833744,21.3689232168
2.29086743959,-18.5216423923,-10.6869336445,-16.6798075307,5.39691937885,-15.8661808739,11.1921798178,6.3665917051,5.84396980671,19.9864540379,7.59631292203,21.4658172686,11.6926744743,10.0877429965,5.77255641146,12.5519677002
-0.718923907367,-27.8433882648,-29.9252686063,-27.6808888792,-15.7171034949,-24.2030145901,8.80836305737,7.83387440855,15.3811011266,12.7496354421,10.460109373,16.1038223914,11.6525958844,10.410174995,8.07595853594,10.7281943644
1.97487508234,1.44612615127,13.2812869443,-3.5279879742,25.5287178765,-7.47885875176,9.37774221182,0.112783546644,19.0905699417,10.5199531536,12.1132662525,9.91358345918,11.3717054161,8.36946191979,9.74743331043,9.15616455406
-0.734642297115,-20.6639845384,-22.2830921536,-17.987535627,-44.3807256227,7.22264670268,13.8991104467,9.34499794863,8.61611308388,15.056034871,12.1917782759,4.51269423817,6.57848240806,11.2130665636,6.66720543738,17.721298244
0.82201796076,-13.299628116,5.53301061813,-3.3267475513,24.8715511154,-4.71725460335,1.95925480794,11.5280407569,10.8449065204,19.2068114815,4.89125120735,1.08394025499,9.89014982036,13.9950504641,1.26336818841,14.3368272834
-1.07598946773,-21.1975561264,-28.0967331191,-3.5956756692,-10.1214941951,-10.0871138326,7.59973796594,4.86761776571,16.1018137257,8.71595572953,12.088421515,9.15706297245,15.2192820395,9.62400786991,12.8163144732,9.09940954379
-2.75914032797,-21.0287467567,9.11931292035,-29.0032682606,-30.0317557069,20.7661053145,-2.69571005585,14.1305200102,14.5617016629,20.1884263892,12.0770359202,17.4050578576,-5.66255949811,10.4175468901,11.1829305761,8.53712500329
3.80733066745,-0.454368851006,-6.64914343275,-8.87332130067,24.9619198306,-31.2720640731,12.8325537641,6.47007505639,1.57466578121,9.8000596335,9.08094316226,1.8954452669,4.16296638787,8.4646043779,6.05356716211,16.4542495429
-0.156481068284,-10.5876628417,-18.8322445368,-16.7272933184,-0.938208939604,-25.6133717274,-2.36663234289,5.44042259317,4.68590539227,12.0897228727,18.545159382,7.82934236975,7.82913392612,2.28503790133,11.2628778702,18.3657608092
4.69815170694,1.42300392223,-8.95279609311,-11.8766274362,9.81398313402,-26.9897817137,-3.3633344918,8.63890514913,4.53818863808,17.9890120788,11.4997034993,12.40489799,12.3344352494,5.53278007028,17.4866960238,9.51432378049
0.31322361024,30.2825366173,22.2575595571,-8.9960654639,17.3514762211,-17.4246515532,7.05840093232,11.414722333,15.5469043614,7.284599288,8.87507329044,9.4153322922,8.29433024468,12.4250323159,12.080668056,7.47402044901
-0.762351739338,8.90993877768,43.60006614,-17.853213596,13.2683528343,15.1796215522,4.72070324182,7.62385423068,8.16810305843,2.96390197739,7.13312849026,8.80578280535,2.8129573984,7.49908047051,13.701876896,8.6601391656
-1.28231227702,19.9377887697,17.7633895265,21.155276242,-1.46554252245,24.3691902554,0.558088716718,0.488904468594,9.03397569918,18.437165841,20.222225889,13.9826358811,6.27228583094,-0.123639729913,12.3884295828,10.3075556268
4.92445107794,32.5101681894,46.5059534353,22.8353458409,90.181084568,-17.0035007587,13.812927376,1.54715142233,9.31023463472,12.690291307,8.00173129988,10.8153943422,7.4604008069,7.93697334986,16.5987656973,5.50135458044
-0.0421258850424,2.76896896778,24.2219681481,-10.0679402926,-4.1548923809,18.1328145678,12.3166537669,11.5411784801,8.35169219967,7.52169095631,11.5402608292,12.9429633096,21.1212503512,16.3902304548,16.9211898496,13.5932555735
